ClassID,BornAniCount,DeadHideTime,DeadHideBlendTime,SpriteScale,TopOffset,MidOffset,BtmOffset,LODDist,PT_Body,PT_Shirt,PT_Pants,PT_PantsAdd1,PT_PantsAdd2,PT_Face,PT_Hair,PT_Hat,PT_Gloves,PT_Boots,PT_Belt,PT_Outer,PT_OuterAdd1,PT_OuterAdd2,Item1,Item2,Item3,Item4,Item5,WlkAniSPD,RunAniSPD,MoveCompleteLoop,ClassName,RootName,FileName,EffectPostFix,UseSilhouette,Full3D_Model,DirType,MorphFile,Render,AutoJump,UseBone,Retarget,RootNode,ForceHitDummy,TopDummy,LookAtNode,HitEffectNode,DamageTextNode,PT_BodyColor,PT_ShirtColor,PT_PantsColor,PT_PantsAdd1Color,PT_PantsAdd2Color,PT_FaceColor,PT_HairColor,PT_HatColor,PT_GlovesColor,PT_BootsColor,PT_BeltColor,PT_OuterColor,PT_OuterAdd1Color,PT_OuterAdd2Color,Item1Node,Item1Color,Item1Scale,Item2Node,Item2Color,Item2Scale,Item3Node,Item3Color,Item3Scale,Item4Node,Item4Color,Item4Scale,Item5Node,Item5Color,Item5Scale,CheckBoundingBox,HitRotate
17152,0,0,0,39322,0,0,0,0,35424,0,0,0,0,0,35648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COS_master,COS_master,COS_master,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
17408,0,0,0,39322,0,0,0,0,35440,0,0,0,0,0,35664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SQR_master,SQR_master,SQR_master,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
17920,0,0,0,39322,0,0,0,0,35472,0,0,0,0,0,35680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PDN_master,PDN_master,PDN_master,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
18176,0,0,0,39322,0,0,0,0,35488,0,0,0,0,0,35696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WRC_master,WRC_master,WRC_master,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
18432,0,0,0,39322,0,0,0,0,35504,0,0,0,0,0,35712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DOP_master,DOP_master,DOP_master,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
18944,0,0,0,39322,0,0,0,0,35536,0,0,0,0,0,35728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QRS_master,QRS_master,QRS_master,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
19200,0,0,0,39322,0,0,0,0,35552,0,0,0,0,0,35744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NEC_master,NEC_master,NEC_master,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
19712,0,0,0,39322,0,0,0,0,35568,0,0,0,0,0,35760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARC_master,ARC_master,ARC_master,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
19968,0,0,0,39322,0,0,0,0,35584,0,0,0,0,0,35776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHR_master,CHR_master,CHR_master,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
20224,0,0,0,39322,0,0,0,0,36224,0,0,0,0,0,39424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_grita,npc_grita,npc_grita_set,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
33792,0,0,0,39322,0,0,0,0,15360,0,0,0,0,17408,16384,0,0,0,0,0,0,0,0,0,0,0,0,64160,5308,0,npc_Laima_little,npc_Laima_little,npc_Laima,,YES,NO,Dir_16,,Normal,YES,No,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
36608,0,0,0,39322,0,0,0,0,35296,0,0,0,0,0,35312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_Florijonas,npc_Florijonas,npc_Florijonas,,YES,NO,Dir_8,,Normal,YES,No,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
36864,0,0,0,39322,0,0,0,0,35872,0,0,0,0,0,35904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_village_uncle_01,npc_village_uncle_01,npc_village_uncle_01,,YES,NO,Dir_8,,Normal,YES,No,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
37120,0,0,0,39322,0,0,0,0,35872,0,0,0,0,0,35920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_village_uncle_02,npc_village_uncle_02,npc_village_uncle_02,,YES,NO,Dir_8,,Normal,YES,No,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
37376,0,0,0,39322,0,0,0,0,35872,0,0,0,0,0,35936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_village_uncle_03,npc_village_uncle_03,npc_village_uncle_03,,YES,NO,Dir_8,,Normal,YES,No,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
37632,0,0,0,39322,0,0,0,0,35872,0,0,0,0,0,35952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_village_uncle_04,npc_village_uncle_04,npc_village_uncle_04,,YES,NO,Dir_8,,Normal,YES,No,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
37888,0,0,0,39322,0,0,0,0,35872,0,0,0,0,0,35968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_village_uncle_05,npc_village_uncle_05,npc_village_uncle_05,,YES,NO,Dir_8,,Normal,YES,No,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
38144,0,0,0,39322,0,0,0,0,35872,0,0,0,0,0,35984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_village_uncle_06,npc_village_uncle_06,npc_village_uncle_06,,YES,NO,Dir_8,,Normal,YES,No,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
38400,0,0,0,39322,0,0,0,0,35888,0,0,0,0,0,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_village_uncle_07,npc_village_uncle_07,npc_village_uncle_07,,YES,NO,Dir_8,,Normal,YES,No,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
38656,0,0,0,39322,0,0,0,0,35888,0,0,0,0,0,36016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_village_uncle_08,npc_village_uncle_08,npc_village_uncle_08,,YES,NO,Dir_8,,Normal,YES,No,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
38912,0,0,0,39322,0,0,0,0,35888,0,0,0,0,0,36032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_village_uncle_09,npc_village_uncle_09,npc_village_uncle_09,,YES,NO,Dir_8,,Normal,YES,No,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
39168,0,0,0,39322,0,0,0,0,35888,0,0,0,0,0,36048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_village_uncle_10,npc_village_uncle_10,npc_village_uncle_10,,YES,NO,Dir_8,,Normal,YES,No,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
39424,0,0,0,39322,0,0,0,0,35888,0,0,0,0,0,36064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_village_uncle_11,npc_village_uncle_11,npc_village_uncle_11,,YES,NO,Dir_8,,Normal,YES,No,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
39680,0,0,0,39322,0,0,0,0,35888,0,0,0,0,0,36080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_village_uncle_12,npc_village_uncle_12,npc_village_uncle_12,,YES,NO,Dir_8,,Normal,YES,No,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
24576,0,0,0,39322,0,0,0,0,38848,0,0,0,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_beekeeper1,npc_miner,npc_miner,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
24832,0,0,0,39322,0,0,0,0,38864,0,0,0,0,18432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_beekeeper2,npc_miner,npc_miner,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
25088,0,0,0,39322,0,0,0,0,38880,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_beekeeper3,npc_miner,npc_miner,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
25344,0,0,0,39322,0,0,0,0,38896,0,0,0,0,30720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_beekeeper4,npc_miner,npc_miner,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
25600,0,0,0,39322,0,0,0,0,38912,0,0,0,0,53248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_beekeeper5,npc_miner,npc_miner,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
25856,0,0,0,39322,0,0,0,0,38704,0,0,0,0,0,34176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_village_male_a1,npc_village_uncle_01,npc_village_uncle_01,,YES,NO,Dir_8,,Normal,YES,No,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
26112,0,0,0,39322,0,0,0,0,38688,0,0,0,0,0,34432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_village_male_a2,npc_village_uncle_01,npc_village_uncle_01,,YES,NO,Dir_8,,Normal,YES,No,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
26368,0,0,0,39322,0,0,0,0,38640,0,0,0,0,0,34448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_village_male_a3,npc_village_uncle_01,npc_village_uncle_01,,YES,NO,Dir_8,,Normal,YES,No,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
26624,0,0,0,39322,0,0,0,0,38720,0,0,0,0,0,34176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_village_male_b1,npc_village_uncle_07,npc_village_uncle_07,,YES,NO,Dir_8,,Normal,YES,No,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
26880,0,0,0,39322,0,0,0,0,38736,0,0,0,0,0,34432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_village_male_b2,npc_village_uncle_07,npc_village_uncle_07,,YES,NO,Dir_8,,Normal,YES,No,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
27136,0,0,0,39322,0,0,0,0,38752,0,0,0,0,0,34448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_village_male_b3,npc_village_uncle_07,npc_village_uncle_07,,YES,NO,Dir_8,,Normal,YES,No,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
27392,0,0,0,39322,0,0,0,0,38768,0,0,0,0,0,35616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_austeja_female_1,npc_saule_1,npc_saule_1,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
27648,0,0,0,39322,0,0,0,0,36864,0,0,0,0,0,36848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_tableland_guy,npc_tableland_guy,npc_tableland_guy,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
27904,0,0,0,39322,0,0,0,0,36896,0,0,0,0,0,36912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_p_villageuncle1,npc_p_villageuncle1,npc_p_villageuncle1,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
28160,0,0,0,39322,0,0,0,0,36896,0,0,0,0,0,36928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_p_villageuncle2,npc_p_villageuncle1,npc_p_villageuncle1,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
28416,0,0,0,39322,0,0,0,0,36896,0,0,0,0,0,36944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_p_villageuncle3,npc_p_villageuncle1,npc_p_villageuncle1,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
28672,0,0,0,39322,0,0,0,0,36960,0,0,0,0,0,36976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_potter,npc_potter,npc_potter,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
28928,0,0,0,39322,0,0,0,0,36992,0,0,0,0,0,37008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_p_villageuncle1_cart1,npc_p_villageuncle1_cart1,npc_p_villageuncle1_cart1,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
